State,Age Group,Sector,Gender,Indicator,Value
Madhya Pradesh,15 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,58
Madhya Pradesh,15 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,72.8
Madhya Pradesh,15 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,30.8
Madhya Pradesh,15 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,52.5
Madhya Pradesh,15 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,85.3
Madhya Pradesh,15 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,57.9
Madhya Pradesh,15 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,72.1
Madhya Pradesh,18 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,80
Madhya Pradesh,18 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,39.7
Madhya Pradesh,18 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,60.5
Madhya Pradesh,18 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,76.5
Madhya Pradesh,18 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,31.8
Madhya Pradesh,18 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,54.9
Madhya Pradesh,18 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,88.9
Madhya Pradesh,18 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,59.9
Madhya Pradesh,18 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,74.9
Maharashtra,15 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,86.9
Maharashtra,15 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,63.7
Maharashtra,15 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,75.6
Maharashtra,15 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,83.1
Maharashtra,15 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,53.7
Maharashtra,15 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,68.7
Maharashtra,15 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,92.4
Maharashtra,15 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,78.1
Maharashtra,15 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,85.4
Maharashtra,18 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,89.3
Maharashtra,18 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,65
Maharashtra,18 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,77.4
Maharashtra,18 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,85.7
Maharashtra,18 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,54.9
Maharashtra,18 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,70.6
Maharashtra,18 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,94.4
Maharashtra,18 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,79.5
Maharashtra,18 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,87.1
Manipur,15 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,89.5
Manipur,15 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,81.9
Manipur,15 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,85.7
Manipur,15 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,88.6
Manipur,15 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,79.9
Manipur,15 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,84.2
Manipur,15 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,91.3
Manipur,15 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,86.2
Manipur,15 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,88.7
Manipur,18 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,92.4
Manipur,18 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,83.6
Manipur,18 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,87.9
Manipur,18 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,91.3
Manipur,18 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,81.2
Manipur,18 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,86.3
Manipur,18 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,94.6
Manipur,18 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,88.5
Manipur,18 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,91.5
Meghalaya,15 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,76.1
Meghalaya,15 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,63.8
Meghalaya,15 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,70
Meghalaya,15 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,73.1
Meghalaya,15 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,59.5
Meghalaya,15 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,66.3
Meghalaya,15 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,89.8
Meghalaya,15 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,81.8
Meghalaya,15 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,85.7
Meghalaya,18 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,82
Meghalaya,18 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,69.6
Meghalaya,18 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,75.8
Meghalaya,18 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,79.2
Meghalaya,18 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,65.3
Meghalaya,18 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,72.3
Meghalaya,18 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,94.1
Meghalaya,18 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,86.4
Meghalaya,18 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,90.1
Mizoram,15 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,95.7
Mizoram,15 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,93.8
Mizoram,15 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,94.7
Mizoram,15 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,93.3
Mizoram,15 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,89.7
Mizoram,15 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,91.5
Mizoram,15 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,98.5
Mizoram,15 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,98.5
Mizoram,15 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,98.5
Mizoram,18 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,97
Mizoram,18 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,94.8
Mizoram,18 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,95.9
Mizoram,18 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,95
Mizoram,18 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,91.2
Mizoram,18 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,93.1
Mizoram,18 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,99.4
Mizoram,18 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,99
Mizoram,18 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,99.2
Nagaland,15 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,76.4
Nagaland,15 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,59.9
Nagaland,15 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,68.5
Nagaland,15 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,71.2
Nagaland,15 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,53.3
Nagaland,15 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,62.6
Nagaland,15 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,88.7
Nagaland,15 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,75.8
Nagaland,15 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,82.6
Nagaland,18 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,79.3
Nagaland,18 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,62.3
Nagaland,18 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,71.2
Nagaland,18 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,74
Nagaland,18 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,55.1
Nagaland,18 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,65
Nagaland,18 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,92.2
Nagaland,18 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,80.2
Nagaland,18 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,86.5
Odisha,15 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,72.6
Odisha,15 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,38.8
Odisha,15 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,55.7
Odisha,15 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,70.1
Odisha,15 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,34.7
Odisha,15 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,52.3
Odisha,15 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,85.7
Odisha,15 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,61.2
Odisha,15 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,73.8
Odisha,18 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,75.3
Odisha,18 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,40
Odisha,18 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,57.6
Odisha,18 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,72.7
Odisha,18 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,35.8
Odisha,18 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,54.1
Odisha,18 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,88.5
Odisha,18 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,62.6
Odisha,18 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,75.8
Puducherry,15 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,94
Puducherry,15 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,87.4
Puducherry,15 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,90.6
Puducherry,15 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,92.6
Puducherry,15 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,84.2
Puducherry,15 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,88.2
Puducherry,15 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,94.7
Puducherry,15 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,89.1
Puducherry,15 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,91.8
Puducherry,18 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,96.1
Puducherry,18 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,90.6
Puducherry,18 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,93.3
Puducherry,18 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,94
Puducherry,18 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,87.7
Puducherry,18 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,90.7
Puducherry,18 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,97.2
Puducherry,18 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,92.1
Puducherry,18 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,94.6
Punjab,15 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,89.3
Punjab,15 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,72
Punjab,15 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,81.1
Punjab,15 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,87.4
Punjab,15 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,69
Punjab,15 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,78.5
Punjab,15 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,92
Punjab,15 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,77
Punjab,15 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,85.1
Punjab,18 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,91.6
Punjab,18 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,73.4
Punjab,18 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,82.9
Punjab,18 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,90.2
Punjab,18 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,70.3
Punjab,18 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,80.4
Punjab,18 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,93.8
Punjab,18 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,78.5
Punjab,18 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,86.8
Rajasthan,15 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,81.1
Rajasthan,15 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,46.4
Rajasthan,15 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,64.4
Rajasthan,15 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,79.1
Rajasthan,15 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,41.7
Rajasthan,15 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,61
Rajasthan,15 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,86.9
Rajasthan,15 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,61.6
Rajasthan,15 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,75.1
Rajasthan,18 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,86
Rajasthan,18 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,48.5
Rajasthan,18 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,67.9
Rajasthan,18 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,84.3
Rajasthan,18 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,43.6
Rajasthan,18 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,64.4
Rajasthan,18 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,91.2
Rajasthan,18 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,64.2
Rajasthan,18 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,78.5
Sikkim,15 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,90.7
Sikkim,15 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,83.6
Sikkim,15 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,87.3
Sikkim,15 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,88.9
Sikkim,15 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,81.6
Sikkim,15 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,85.5
Sikkim,15 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,96
